回答番号,受付番号,回答日時,属性,あなたの性別は？,あなたの年齢は？,あなたが住んでる地区は？,あなたが住んでる地区の良いところや好きなところ、自慢したいところは？,あなたが住んでいる地区に変わってほしいところや不便なところは？,鯖江市に変わってほしいところや不便なところは？,あなたは鯖江市に住み続けたいですか？,住みたい場所の質問で、3～5を選択した人にお聞きします。具体的にどこに移りたいですか？,住みたい場所の質問で、あなたが選んだ理由は？,あなたが欲しい情報を探したり集めたりするときに使うものは？ [（○は３つまで）],あなたが欲しい情報を探したり集めたりするときに使うものは？その他,あなたは鯖江市がどんなまちになったらいいと思いますか？ [（○は３つまで）],あなたは鯖江市がどんなまちになったらいいと思いますか？その他,鯖江市の将来像について、夢や希望、アイデアなど、想いを自由に書いてください。,その他、市に対して言いたいことを、自由に書いてください。
230,RS00023043,2023-07-03T13:23:03,中学生,女性,12〜15歳,神明（神明・鳥羽小学校区）,公園がある,,"イオンモールがない　　　電車、バスが少ない　　　　　　
遊べる場所がない　　　　自由度が都会と比べて低い
田舎　　　　　　　　　　テーマパークがない
ラウンドワンがない　　　他の県に誇れるところがない",５．県外に移りたい,京都,都会に行きたいから,スマートフォン（スマホ）;タブレット端末,,大型商業施設（複合型店舗）があり生活利便性や満足度が高いまち;お店や娯楽施設が豊富で夜でもにぎやかさのあるまち;若者や女性に選ばれる魅力のあるまち,,大型ショッピングモールがあって、賑やかな街,もっと都会にしてほしい。
229,RS00022943,2023-07-03T13:22:58,中学生,男性,12〜15歳,神明（神明・鳥羽小学校区）,"店が多い
行事が多い

",,"道がガタガタしてる
坂道が多い",５．県外に移りたい,京都,"世界遺産が多い
歴史的な建物が多い",スマートフォン（スマホ）;テレビ;新聞・雑誌など,,スポーツに親しむ環境が整備されたまち;防災対策や防犯対策が十分で安全安心に暮らせるまち;安心して結婚・出産・子育てができるまち,,"鯖江市の魅力のあふれる街
",道のガタガタを直してほしい
228,RS00022809,2023-07-03T13:22:55,中学生,男性,12〜15歳,神明（神明・鳥羽小学校区）,遊べるところがたくさんある,,ない,１．いま住んでる地区にずっと住み続けたい,,県外に出たくないから,スマートフォン（スマホ）,,身近に自然を感じることのできるまち,,ない,ない
227,RS00022743,2023-07-03T13:22:53,中学生,女性,12〜15歳,鯖江（惜陰・進徳小学校区）,田んぼや山が多く空気がきれいなところ,,友達と遊べる場所が少ない,１．いま住んでる地区にずっと住み続けたい,,遊ぶところは少ないけど今住んでいる場所が落ち着くから,スマートフォン（スマホ）,,まちなみや景観が美しいまち;安心して結婚・出産・子育てができるまち;身近に自然を感じることのできるまち,,"ラウンドワンを建ててほしい
自然で住みやすい場所にしてほしい",きれいなところ
226,RS00022652,2023-07-03T13:22:51,中学生,男性,12〜15歳,立待,,,スポーツが出来る所をもっと増やしてほしい,５．県外に移りたい,兵庫県,将来つきたい仕事が盛んだから,スマートフォン（スマホ）;テレビ,,スポーツに親しむ環境が整備されたまち;人々のふれあいやコミュニティ活動が盛んで温かいまち,,特になし,特になし
225,RS00022580,2023-07-03T13:22:45,中学生,回答しない,12〜15歳,神明（神明・鳥羽小学校区）,"360°山に囲まれていて、自然をたくさんたのしむことができる。
公園がたくさんある、飲食店やスーパーマーケットがところどころにあって便利。",,"税金を減らしてほしい。
イオンなどの大型ショッピングモールがあったりすると一つの場所で色々とできて便利なのでは？
子供が雨でも遊べる室内遊び場などがあるといい。",１．いま住んでる地区にずっと住み続けたい,,かなり鯖江市は住みやすいから。,スマートフォン（スマホ）;タブレット端末;テレビ,,大型商業施設（複合型店舗）があり生活利便性や満足度が高いまち;個性を尊重し多様なライフスタイルが実現できるまち;安心して結婚・出産・子育てができるまち,,市長さんと関われるイベントとかがあったら面白い。,
224,RS00022415,2023-07-03T13:22:44,中学生,男性,12〜15歳,立待,特にない,,娯楽施設がほしい　過疎化の解消,５．県外に移りたい,京都,県外へのアクセスが乏しいから,パソコン;タブレット端末;テレビ,,まちなみや景観が美しいまち;産業が盛んで働く場所が充実したまち;若者や女性に選ばれる魅力のあるまち,,北陸新幹線を鯖江にも,イオン作るの反対するな
223,RS00022332,2023-07-03T13:22:39,中学生,男性,12〜15歳,中河,遊べる場所がたくさんある,,"


大型ショッピングモールがほしい",１．いま住んでる地区にずっと住み続けたい,,"


今住んでいる場所が好きだから。",スマートフォン（スマホ）,,大型商業施設（複合型店舗）があり生活利便性や満足度が高いまち;防災対策や防犯対策が十分で安全安心に暮らせるまち;人々のふれあいやコミュニティ活動が盛んで温かいまち,,"


安心安全に暮らせる街","


たくさんの人たちと触れ合えるばを増やしてほしい"
222,RS00022236,2023-07-03T13:22:35,中学生,女性,12〜15歳,神明（神明・鳥羽小学校区）,飲食店や雑貨屋が多い,,"遊ぶ場所が少ない
アニメグッズが売っているところが少ない
イオンがない
",５．県外に移りたい,東京都　大阪府　京都府　名古屋　沖縄県　千葉県　渋谷市（東京　池袋市（東京　新宿市（東京,"将来なりたい職業があるから
趣味でやりたいことがたくさんできるから
都会だから
",パソコン;スマートフォン（スマホ）,,だれもが自由に移動できる交通利便性の高いまち;お店や娯楽施設が豊富で夜でもにぎやかさのあるまち;若者や女性に選ばれる魅力のあるまち,,"イオンを建てる
都会っぽくなる
",イオンを建てていただきたいです！
221,RS00022121,2023-07-03T13:22:28,中学生,女性,12〜15歳,神明（神明・鳥羽小学校区）,児童館があっていろんな人と関われるところ。,,"娯楽施設を増やしてほしい。
流行のものを取り扱う店を増やしてほしい。
ラウンド１を作ってほしい。",１．いま住んでる地区にずっと住み続けたい,,今住んでいる地域をもっと生き生きした町にしたいから。,スマートフォン（スマホ）;タブレット端末;テレビ,,産業が盛んで働く場所が充実したまち;まちなみや景観が美しいまち;人々のふれあいやコミュニティ活動が盛んで温かいまち,,都会のようににぎわいがあるが、変わらずに緑がある景観が美しく、暖かい町。,若い人が活躍しやすいようにしてほしいです。
220,RS00022009,2023-07-03T13:22:27,中学生,男性,12〜15歳,神明（神明・鳥羽小学校区）,僕の住んでいるところの近くにお好み焼き屋やニトリやスーパーがあるから充実している。,,イオンがない,２．一度、市を出て、また帰ってきたい,,正直どれでもいいから,スマートフォン（スマホ）;新聞・雑誌など;テレビ,,スポーツに親しむ環境が整備されたまち;防災対策や防犯対策が十分で安全安心に暮らせるまち;産業が盛んで働く場所が充実したまち,,遊ぶ場所がたくさんある,
219,RS00021969,2023-07-03T13:22:20,中学生,女性,12〜15歳,吉川,"


コウノトリがたくさんいる。ゴミが落ちていない。",,"


特になし",１．いま住んでる地区にずっと住み続けたい,,"


なれているから、迷わない。",スマートフォン（スマホ）;タブレット端末,,歴史・伝統・芸術・文化を大切にするまち;人々のふれあいやコミュニティ活動が盛んで温かいまち;防災対策や防犯対策が十分で安全安心に暮らせるまち,,"


しぜんがたくさんの市","



特になし"
218,RS00021878,2023-07-03T13:22:18,中学生,女性,12〜15歳,吉川,近くに森、山があって自然豊かでいい,,ゴミのポイ捨てをやめてほしい,５．県外に移りたい,福井以外,自分の夢の声優の仕事が福井ではできないからほかの県に移りたいです,スマートフォン（スマホ）;タブレット端末;テレビ,,まちなみや景観が美しいまち;安心して結婚・出産・子育てができるまち;歴史・伝統・芸術・文化を大切にするまち,,観光が楽しくできる街,ないです
217,RS00021752,2023-07-03T13:22:18,中学生,女性,12〜15歳,立待,"地区でモルックというスポーツの大会を地域の体育委員のような人たちが開催してくれたこと
また、それがとても盛り上がったこと
中学生がそのボランテイアに参加して、地域と協力できたことが良いところであり、自慢できることです。
寺子屋が開催されるお寺もあっていいと思います。",,大きなショッピング施設が欲しいです。,１．いま住んでる地区にずっと住み続けたい,,不自由なく、便利だからです。,スマートフォン（スマホ）;タブレット端末,,防災対策や防犯対策が十分で安全安心に暮らせるまち;お店や娯楽施設が豊富で夜でもにぎやかさのあるまち;大型商業施設（複合型店舗）があり生活利便性や満足度が高いまち,,旅行施設があるといいと思います。,大丈夫です
216,RS00021637,2023-07-03T13:22:05,中学生,女性,12〜15歳,鯖江（惜陰・進徳小学校区）,空気がいい,,もっと建物を増やしてほしい,５．県外に移りたい,関東地方,今住んでる場所が田舎すぎるから,スマートフォン（スマホ）,,だれもが自由に移動できる交通利便性の高いまち;お店や娯楽施設が豊富で夜でもにぎやかさのあるまち;デジタル技術を活用したサービスが充実したまち,,大きい建物を増やしてほしい,ない
