【問１】あなたのお住まいの地域を教えてください。,【問２】北陸新幹線 福井・敦賀開業で、お住まいの市町へ良い影響があると思いますか？,上記回答の理由をお答えください（任意）,【問３】北陸新幹線 福井・敦賀開業で、自身の生活へ良い影響があると思いますか？,上記回答の理由をお答えください（任意）,【問４】観光が福井県に与える影響は、「良い影響」の方が「悪い影響」より大きい。,上記回答の理由をお答えください（任意）,【問５】一人の県民として、福井県を訪れる観光客を歓迎したい。,上記回答の理由をお答えください（任意）,【問６】福井県はこれからも観光客の目的地・旅先であり続けるべきだ。,上記回答の理由をお答えください（任意）,【問７】福井県やお住まいの市町、および関連団体による観光振興の取り組みを住民として評価している。,上記回答の理由をお答えください（任意）,【問８】観光があることで、地域の文化や伝統の持続可能性が高まると思う。,上記回答の理由をお答えください（任意）,【問１２】観光客がお住まいの地域に来ることで、自分が住んでいる地域に愛着や誇りを感じる機会がありますか？,上記回答の理由をお答えください（任意）,【問１０】観光客が増加することにつ良いと思いますか？,上記回答の理由をお答えください（任意）,【問９】観光客が増加することで期待される効果について、当てはまると思う選択肢をすべてお答えください,【問１０】観光客が増加することで心配される影響について、当てはまると思う選択肢をすべてお答えください,【問１１】観光地として整備する必要があると思われるものについて、当てはまると思う選択肢をすべてお答えください,"【問１４】現在、あなたは福井県での暮らしにどの程度幸せを感じていますか？
「とても不幸」を0点、「とても幸せ」を 10 点とすると、何点になると思いますか。いずれかの数字を1つだけお答えください。",上記回答の理由をお答えください（任意）,あなたのご年齢を教えてください。,あなたの性別をおしえてください。,上記でその他を回答した方はその理由をお答えください（任意）,【問８】観光客が増加することについてどのように思いますか？,上記でその他を回答した方はその理由をお答えください（任意）,"【問１５】今から5年後、あなたは福井県での暮らしにどの程度幸せを感じていると思いますか？
「とても不幸」を0点、「とても幸せ」を 10 点とすると、何点になると思いますか。いずれかの数字を1つだけお答えください。",上記回答の理由をお答えください（任意）,【問１３】自分が住んでいる地域を、福井県外の人に自信を持ってお勧めできると感じますか？,,
福井市,全くそうは思わない,駅前はマンションばかりで、人が集まる施設が全くないから,全くそうは思わない,魅力を感じないから,そうは思わない,観光地が全て市外だから,そう思う,,ややそう思う,,どちらかと言えば評価していない,,,,1,,,,"観光客の消費によって飲食業や宿泊業が潤う, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる","交通渋滞や路上駐車などの交通環境の悪化, 自然破壊, 治安の悪化","観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, 障害者や高齢者への配慮（バリアフリー）, 観光マップやパンフレット, 飲食施設, 宿泊施設、土産物屋, 観光案内所、観光ガイド, 駐車場, 体験施設",5,,50～59歳,女性,,好ましい,,5,,3,,
福井市,そう思う,最近、東京、大阪のキー局マスメディアでも北陸新幹線に関する報道が取り上げられている様に思い、福井への関心が高まってきていると思う。,あまりそうは思わない,開通後は、一度は新幹線を利用して東京に行こうとは思うが、一般の人にはあまり影響はないと思う。,そう思う,今までは金沢止まりだったのが、敦賀まで延伸されて事により、PRの仕方にもよると思いますが、観光客は相当増えると思う。,そう思う,福井県に二度三度と訪れて頂くためには、やはりその時の印象が一番大事だと思う。,ややそう思う,もちろん観光客のリピート率を上げることも大事ですが、Uターン、Iターンにももっと力を入れて取り組み人口の減少についても考えるべきです。,評価している,,,,4,歴史遺産も相当あり、また、山海の食べ物など他地域と比べても引けを取らないものがある。,,観光客が増えると言うことは、その人たちがその友達等に広め、増加に繋がる。そのためにも観光客に対する接遇態度は非常に大事である。,"観光客の消費によって飲食業や宿泊業が潤う, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 歴史文化資源の保存活用につながる, 移住・定住のきっかけとなる","騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 自然破壊","観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 障害者や高齢者への配慮（バリアフリー）, 観光マップやパンフレット, 宿泊施設、土産物屋, 観光案内所、観光ガイド, 駐車場",8,可もなく不可もない状態で過ごせていると言うことは、満足度は高いと思う。,70歳以上,男性,,好ましい,,5,高齢であり、五年後は判らない。,4,,
坂井市,そう思う,観光客が大勢来る,あまりそうは思わない,生活までは影響ない,そう思う,経済活性化,そう思う,特に何もできないが歓迎はしたい,とてもそう思う,観光誘致、経済発展,評価している,,,良い事は沢山ある,3,,,観光地が益々発展する,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる, ガイドなど市民参加の場が広がる",特に心配はない,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, 観光イベント, 観光案内所、観光ガイド",6,,50～59歳,女性,,とても好ましい,,6,,3,,
鯖江市,あまりそうは思わない,新幹線駅がない,あまりそうは思わない,近くを新幹線が走ってやかましいだけだから,ややそう思う,人気の観光スポットへ来やすくなったから,そう思う,お金を使って地域に貢献してくれるから,そう思う,1回きりでなく何度も足を運んでもらえるよう努力していくべき,どちらともいえない,,,,3,,,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる",特に心配はない,観光スポットを結ぶ交通機関,6,食べ物は美味しく自然もありすばらしいが賃金が低い,60～69歳,女性,,好ましい,,5,,3,,
福井市,そう思う,活性化,そう思う,豊かになる,そう思う,今までアピール不足だったから,とてもそう思う,是非なんどでも足を運んでほしい,そう思う,いいところだから,評価している,,,まだ不十分？,4,,,賑やかになる,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる",特に心配はない,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, 観光イベント",7,,50～59歳,女性,,とても好ましい,,7,,3,,
敦賀市,とてもそう思う,いろいろの人がくるから,とてもそう思う,いろいろの人がクルクル,とてもそう思う,人が集まってクルクル,とてもそう思う,人が集まってクルクル,そう思う,アピールポイント,評価していない,,,遊ぶ観光が無い,1,遊ぶと頃が無いから,,町がクルクル,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 観光客との交流が生まれる","自然破壊, 治安の悪化","体験施設, その他",0,遊ぶと頃が無い,50～59歳,男性,いろいろの人がクルクル,とても好ましい,人それぞれの国からくる,0,税金がたあいから未来若い子も離れていきます,1,,
福井市,あまりそうは思わない,せっかく人が来る機会があっても、周りの施設や事業が追いついていない,あまりそうは思わない,上記同様,そう思う,,とてもそう思う,,そう思う,,評価していない,,,,4,,,,"観光客の消費によって飲食業や宿泊業が潤う, 移住・定住のきっかけとなる","騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化","観光スポットを結ぶ交通機関, トイレ・休憩所等の整備及びユニバーサル化, 障害者や高齢者への配慮（バリアフリー）, 飲食施設, 宿泊施設、土産物屋, 体験施設",8,,30～39歳,女性,,どちらかと言えば好ましい,,8,,2,,
勝山市,ややそう思う,観光客は増えそうだが、現在もマイカーが主流であり、新幹線利用者のアクセス面で課題があると感じているため。,あまりそうは思わない,観光公害が顕在化しそうであるため。,ややそう思う,,とてもそう思う,,とてもそう思う,,評価している,,,,4,,,京都や金沢を見ていると観光公害問題が考えられる。,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 移住・定住のきっかけとなる","騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 日常生活に影響が出るほどの不安","観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 飲食施設, 宿泊施設、土産物屋, 駐車場",8,,30～39歳,男性,,どちらともいえない,,8,,4,,
小浜市,あまりそうは思わない,小浜市には影響がなさそう。,あまりそうは思わない,利便性を感じてない,そうは思わない,cm効果とかがでるのではないか,そう思う,観光する方が、増えると飲食店が活気づくから,そう思う,人口が増えるきっかけづくり,どちらともいえない,,,あんまり感じない。一定の商売の方だけ盛り上がっている,3,魅力が少ない,,県内が、活気づく,観光客の消費によって飲食業や宿泊業が潤う,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化","観光スポットを結ぶ交通機関, 飲食施設",3,買い物と食事スポットが少ない,40～49歳,女性,ゴミだけが増える,好ましい,飲食店の競争になる,3,変わらないのでは,3,,
坂井市,とてもそう思う,観光客が増えるから,そう思う,,あまりそうは思わない,,そう思う,,そう思う,,評価している,,,,5,,,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 歴史文化資源の保存活用につながる, 移住・定住のきっかけとなる, ガイドなど市民参加の場が広がる",交通渋滞や路上駐車などの交通環境の悪化,観光スポットを結ぶ交通機関,6,,40～49歳,女性,,どちらかと言えば好ましい,,7,,5,,
福井市,ややそう思う,首都圏とのアクセスがより良くなるから,あまりそうは思わない,自家用車での移動が多いので、ほぼ変化なし,ややそう思う,首都圏に限らず信州とのアクセスが便利で、往来が増加しそう。ただ宿泊施設の混雑・高騰は個人的にはかなりマイナス。,ややそう思う,普通におもてなすべきだと思う。,ややそう思う,他の産業が充分ではない以上、自然環境を活かした観光業はやむを得ない。,どちらかといえば評価している,,,知名度不足を改善する為の発信は続けてゆくべきだと思う。,2,全国レベルの観光スポットが少なすぎる。住んでみないと良さはわからないと思う。,,現状では来訪者が増える事で活性化すると思う。混雑時のインフラ改善は状況に応じて対応すればよい。,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる, 歴史文化資源の保存活用につながる","騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 治安の悪化","観光スポットを結ぶ交通機関, トイレ・休憩所等の整備及びユニバーサル化, 飲食施設, 駐車場",5,"施設・インフラは不十分だし、企業も足りない。収入の割に物価も高いのは悲しい。
一方、慌ただしさはなくマイペースで生活できる感じはある。",60～69歳,男性,,どちらかと言えば好ましい,,5,日本全体の後退感もあるので、期待するほど活性化しないと思う。,2,,
