No,紙/WEB,問1,問2,問3,問3 その他,問4,問5,問6,問7 1つ目,問7 2つ目,問7 3つ目,問7 その他,問8 1人目,問8 2人目,問8 3人目,問8 4人目,問8 5人目,問8 未就学児,問8 小学生,問8 中学生,問8 高校生,問8 大学生等,問9,問10,問10 その他,問11 1つ目,問11 2つ目,問11 3つ目,問11 その他,問12 1つ目,問12 2つ目,問12 3つ目,問12 その他,問13① 1つ目,問13① 2つ目,問13① 3つ目,問13① その他,問13② 1つ目,問13② 2つ目,問13② 3つ目,問13② その他,問13③ 1つ目,問13③ 2つ目,問13③ 3つ目,問13③ その他,問13④ 1つ目,問13④ 2つ目,問13④ 3つ目,問13④ その他,問13⑤ 1つ目,問13⑤ 2つ目,問13⑤ 3つ目,問13⑤ その他,問13市 1つ目,問13市 2つ目,問13市 3つ目,問13市 その他,問14,問15-1 1-1重,問15-1 1-1満,問15-1 1-2重,問15-1 1-2満,問15-1 1-3重,問15-1 1-3満,問15-1 1-4重,問15-1 1-4満,問15-1 1-5重,問15-1 1-5満,問15-1 1-6重,問15-1 1-6満,問15-1 1-7重,問15-1 1-7満,問15-1 1-8重,問15-1 1-8満,問15-1 1-9重,問15-1 1-9満,問15-1 2-1重,問15-1 2-1満,問15-1 2-2重,問15-1 2-2満,問15-1 2-3重,問15-1 2-3満,問15-1 2-4重,問15-1 2-4満,問15-1 2-5重,問15-1 2-5満,問15-1 2-6重,問15-1 2-6満,問15-1 2-7重,問15-1 2-7満,問15-1 2-8重,問15-1 2-8満,問15-1 2-9重,問15-1 2-9満,問15-1 2-10重,問15-1 2-10満,問15-1 2-11重,問15-1 2-11満,問15-1 2-12重,問15-1 2-12満,問15-1 2-13重,問15-1 2-13満,問15-1 2-14重,問15-1 2-14満,問15-1 2-15重,問15-1 2-15満,問15-1 2-16重,問15-1 2-16満,問15-1 2-17重,問15-1 2-17満,問15-1 2-18重,問15-1 2-18満,問15-1 2-19重,問15-1 2-19満,問15-1 2-20重,問15-1 2-20満,問15-1 2-21重,問15-1 2-21満,問15-1 2-22重,問15-1 2-22満,問15-2 ①1つ目,問15-2 ①2つ目,問15-2 ①3つ目,問15-2 ②1つ目,問15-2 ②2つ目,問15-2 ②3つ目,問16 1重,問16 1満,問16 2重,問16 2満,問16 3重,問16 3満,問16 4重,問16 4満,問16 5重,問16 5満,問16 6重,問16 6満,問16 7重,問16 7満,問16 8重,問16 8満,問16 9重,問16 9満,問16 10重,問16 10満,問16 11重,問16 11満,問16 12重,問16 12満,問16 13重,問16 13満,問16 14重,問16 14満,問16 15重,問16 15満,問16 16重,問16 16満,問16 17重,問16 17満,問16 18重,問16 18満,問17 自由 意見,web回答番号
182,紙,1,5,2,,1,1,8,4,5,99,,99,99,99,99,99,0,0,0,0,0,3,3,,98,98,98,,1,2,99,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,99,99,99,4,4,3,3,3,3,3,3,99,99,99,99,4,3,3,3,3,2,3,3,3,3,99,99,2,2,2,2,2,2,2,2,2,2,2,2,2,2,99,99,3,3,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,4,4,99,99,99,99,99,99,5,2,4,2,3,2,3,2,3,3,3,2,3,3,2,2,2,2,2,2,4,4,3,3,3,3,3,2,3,2,5,1,5,2,3,2,,
183,紙,1,5,6,,3,3,3,5,99,99,,1,1,99,99,99,2,0,0,0,0,5,3,,98,98,98,,2,99,99,,6,7,16,,6,7,16,,1,11,14,,2,3,11,,2,3,11,,6,7,16,,2,5,0,4,4,4,0,3,0,5,5,3,0,5,2,3,0,3,0,4,2,4,3,3,0,3,0,3,0,5,0,4,2,4,0,4,4,3,0,3,0,5,3,5,4,3,2,3,3,3,3,3,3,4,3,3,0,3,1,3,3,3,3,1,2,4,12,99,99,4,3,4,3,3,3,4,3,4,3,5,2,2,3,2,3,3,0,3,0,4,3,3,0,3,2,0,0,3,3,4,3,0,0,0,0,,
184,紙,1,5,2,,3,2,7,99,99,99,,4,3,99,99,99,0,0,1,1,0,2,1,,5,99,99,,3,99,99,,1,6,16,,1,6,16,,1,6,16,,1,6,16,,1,6,16,,1,6,16,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99,99,99,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
185,紙,1,6,2,,1,1,10,7,13,99,,99,99,99,99,99,0,0,0,0,0,3,3,,98,98,98,,2,5,9,,8,14,16,,9,14,16,,11,14,99,,6,8,16,,6,10,11,,2,6,16,,1,3,3,5,3,3,3,5,0,3,0,3,3,3,0,4,0,4,0,3,0,3,0,3,0,3,0,3,0,5,0,4,0,3,3,4,0,3,3,3,3,4,0,4,0,3,0,3,3,3,3,3,0,3,3,3,3,3,0,3,0,3,0,99,99,99,2,99,99,5,3,3,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,4,3,4,3,3,3,,
186,紙,1,7,2,,3,2,4,1,7,99,,99,99,99,99,99,0,0,0,0,0,5,3,,98,98,98,,5,9,99,,99,99,99,,99,99,99,,99,99,99,,6,14,99,,99,99,99,,99,99,99,,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,99,99,99,12,13,99,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,
187,紙,1,7,7,,3,2,1,14,15,99,,99,99,99,99,99,0,0,0,0,0,3,3,,98,98,98,,2,99,99,,1,2,99,,2,3,99,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,99,99,99,99,99,99,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,
188,紙,1,7,2,,3,1,6,1,15,99,,99,99,99,99,99,0,0,0,0,0,4,3,,98,98,98,,1,5,9,,99,99,99,,99,99,99,,6,9,14,,99,99,99,,99,99,99,,99,99,99,,2,3,3,5,3,4,1,3,3,3,2,3,2,3,2,3,1,3,1,3,2,3,3,3,1,4,2,3,1,3,1,3,1,2,1,3,2,3,1,3,1,4,3,4,3,4,3,4,1,3,1,3,1,3,1,3,1,4,0,3,0,3,1,99,99,99,99,99,99,4,2,3,2,3,3,4,2,4,2,4,2,4,2,4,1,3,2,3,1,3,1,3,3,3,2,3,3,3,3,4,2,3,2,4,3,,
189,紙,1,7,10,,2,2,3,10,99,99,,99,99,99,99,99,0,0,0,0,0,2,3,,98,98,98,,1,2,99,,6,14,99,,14,99,99,,14,99,99,,14,99,99,,14,99,99,,14,99,99,,2,5,4,5,3,4,3,4,3,4,3,4,2,4,2,4,2,3,3,4,2,3,3,5,3,4,3,3,3,3,3,3,2,2,2,2,3,3,3,2,2,4,3,4,3,4,3,3,4,3,3,4,3,4,3,3,3,4,2,4,3,4,3,7,11,99,15,18,99,4,2,3,3,3,3,4,3,3,4,4,3,4,3,3,3,3,3,3,3,2,3,4,3,3,3,3,3,4,3,4,3,3,3,3,3,,
190,紙,1,9,10,,2,1,8,1,7,15,,99,99,99,99,99,0,0,0,0,0,0,3,,98,98,98,,1,5,9,,16,99,99,,16,99,99,,6,9,14,,99,99,99,,11,14,99,,1,9,16,,2,4,3,4,3,3,3,4,3,4,3,4,3,4,3,5,3,4,3,5,3,3,3,5,3,4,3,4,3,4,3,4,3,3,3,4,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,2,6,7,7,99,99,4,3,5,2,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,,
191,紙,1,10,10,,1,1,7,1,15,99,,99,99,99,99,99,0,0,0,0,0,3,3,,98,98,98,,3,5,9,,99,99,99,,99,99,99,,1,2,3,,99,99,99,,99,99,99,,99,99,99,,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,99,99,99,99,99,99,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,99,99,3,3,3,3,3,3,5,2,5,2,5,2,5,3,5,3,,
192,紙,1,10,10,,1,1,10,13,16,99,,99,99,99,99,99,0,0,0,0,0,3,3,,98,98,98,,2,5,9,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,11,12,13,,1,2,7,,2,4,3,5,3,4,0,4,3,3,3,5,3,3,3,5,3,4,3,3,0,5,0,5,0,0,0,5,0,5,0,5,3,5,4,4,0,4,3,4,0,4,3,5,3,5,3,4,0,3,3,4,3,5,3,5,3,4,4,5,3,4,3,1,2,17,6,14,19,5,3,0,0,4,3,5,3,5,3,5,4,4,3,4,3,5,4,4,3,5,4,5,3,3,3,3,3,4,3,5,3,5,4,5,4,,
193,紙,1,10,10,,99,1,8,1,12,13,,99,99,99,99,99,0,0,0,0,0,4,3,,98,98,98,,5,6,9,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,河和田地区が雨災害に弱いので重点的に対応すると良い。,
194,紙,1,10,4,,2,1,3,4,99,99,,99,99,99,99,99,0,0,0,0,0,3,3,,98,98,98,,5,99,99,,2,10,11,,2,15,16,,1,3,4,,1,7,8,,3,4,11,,1,6,16,,2,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,3,3,3,4,4,4,4,4,3,3,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,4,4,4,4,3,3,3,3,3,4,3,5,4,5,3,5,4,4,4,3,3,7,10,14,13,14,17,5,3,4,3,4,3,4,4,5,4,4,4,4,4,4,4,3,3,4,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,福井市健康の森（スポーツジム）行きのバスを鯖江から出してほしい。,
195,紙,2,2,9,,1,2,3,3,4,5,,99,99,99,99,99,0,0,0,0,0,3,3,,98,98,98,,1,2,99,,4,10,16,,1,3,99,,2,99,99,,15,99,99,,9,99,99,,2,10,16,,2,3,3,4,3,3,3,4,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,4,4,3,3,3,3,3,3,0,0,3,3,3,3,9,13,99,3,12,99,0,0,0,0,3,3,3,3,3,3,3,3,3,3,4,3,3,3,0,0,3,3,0,0,4,3,0,0,4,3,0,0,3,3,0,0,,
196,紙,2,3,2,,2,1,7,7,99,99,,99,99,99,99,99,0,0,0,0,0,5,3,,98,98,98,,2,99,99,,10,13,16,,10,15,16,,7,11,13,,7,11,13,,2,11,13,,7,13,16,,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,99,99,99,99,99,99,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,
197,紙,2,4,99,,2,4,2,4,6,8,,99,99,99,99,99,0,0,0,0,0,2,3,,98,98,98,,1,2,9,,5,11,99,,4,11,16,,9,11,99,,7,11,99,,2,11,99,,8,11,16,,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,4,19,1,4,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,市の方々へ、いつもお疲れ様です。これからも頑張って下さい。,
198,紙,2,6,10,,3,1,7,4,99,99,,5,5,2,99,99,0,1,0,0,2,99,3,,98,98,98,,2,5,99,,6,15,16,,3,10,11,,5,8,10,,4,7,13,,3,9,11,,8,14,16,,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,2,3,3,3,3,3,3,3,3,99,99,99,99,99,99,4,2,3,3,3,3,4,2,4,3,4,3,3,3,4,2,3,3,3,3,3,3,2,2,3,3,3,3,2,2,2,2,3,3,3,3,,
199,紙,2,6,2,,1,1,3,3,4,5,,99,99,99,99,99,0,0,0,0,0,4,2,,98,98,98,,1,2,9,,6,7,15,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,2,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,2,3,3,5,3,3,3,5,3,3,3,3,3,5,3,0,0,3,3,5,3,5,3,3,3,5,3,5,4,5,3,3,3,3,3,5,3,5,3,5,3,3,3,3,3,3,3,1,3,6,15,18,19,3,3,3,3,0,0,5,3,3,3,5,3,3,3,5,4,5,3,3,3,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,
200,紙,2,6,2,,3,1,10,1,99,99,,99,99,99,99,99,0,0,0,0,0,5,3,,98,98,98,,1,3,5,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,99,99,99,99,99,99,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,
201,紙,2,6,2,,1,1,2,4,5,12,,99,99,99,99,99,0,0,0,0,0,3,3,,98,98,98,,2,5,9,,1,11,15,,9,14,15,,9,10,16,,9,10,16,,6,9,16,,7,9,13,,2,4,3,4,3,4,3,3,3,5,3,4,3,4,3,4,3,5,3,3,3,3,3,4,3,4,3,4,3,5,3,5,3,4,3,5,3,3,3,4,3,4,3,5,3,4,3,3,3,4,3,4,3,5,3,5,3,3,3,3,3,3,3,99,99,99,99,99,99,3,3,3,3,3,3,4,3,5,3,5,3,3,3,3,3,3,3,4,3,5,3,4,3,3,3,4,3,4,3,4,3,3,3,3,3,,
202,紙,2,7,2,,3,5,4,1,15,99,,99,99,99,99,99,0,0,0,0,0,5,3,,98,98,98,,2,5,6,,99,99,99,,99,99,99,,99,99,99,,6,9,14,,99,99,99,,99,99,99,,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,3,3,3,3,3,3,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0,99,99,99,99,99,99,1,1,2,2,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,
203,紙,2,8,8,,1,1,7,15,99,99,,99,99,99,99,99,0,0,0,0,0,99,3,,98,98,98,,2,5,9,,99,99,99,,99,99,99,,6,7,9,,99,99,99,,99,99,99,,1,7,9,,2,5,3,5,3,5,2,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,4,1,4,99,3,3,3,3,3,3,99,99,99,99,5,3,5,3,5,3,3,3,3,3,5,3,5,3,5,3,3,3,3,3,3,3,99,99,99,99,99,99,3,3,5,2,3,3,4,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,3,5,3,5,3,5,3,5,3,,
204,紙,2,8,10,,2,1,3,4,99,99,,99,99,99,99,99,0,0,0,0,0,5,3,,98,98,98,,5,9,99,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,
205,紙,2,10,10,,4,1,1,99,99,99,,99,99,99,99,99,0,0,0,0,0,4,3,,98,98,98,,2,5,9,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,2,5,3,4,5,4,99,99,99,5,3,99,99,99,99,4,3,4,3,5,4,99,99,99,99,5,99,5,99,5,99,5,99,5,99,5,99,5,99,5,99,99,99,5,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,5,5,5,5,5,5,99,99,99,99,5,5,99,99,5,4,5,99,5,99,5,99,5,4,99,99,5,99,5,4,,
206,紙,2,10,10,,1,1,6,4,15,99,,99,99,99,99,99,0,0,0,0,0,3,3,,98,98,98,,5,9,99,,99,99,99,,99,99,99,,2,3,9,,99,99,99,,99,99,99,,99,99,99,,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,
207,紙,2,10,8,,3,1,4,1,9,10,,99,99,99,99,99,0,0,0,0,0,3,3,,98,98,98,,2,5,6,,99,99,99,,99,99,99,,99,99,99,,7,12,14,,99,99,99,,99,99,99,,1,4,3,3,3,0,0,3,3,5,4,5,3,5,3,5,3,5,3,4,3,4,3,4,3,4,3,5,3,4,3,4,3,3,3,4,3,4,3,4,3,5,3,4,3,3,3,3,3,4,3,4,3,5,3,4,3,5,4,5,3,5,3,99,99,99,12,21,99,4,2,4,3,4,3,5,3,5,3,5,4,4,3,4,3,4,3,4,3,4,4,4,3,4,3,5,3,5,4,5,4,5,3,5,3,,
208,紙,2,10,10,,1,1,5,1,7,13,,99,99,99,99,99,0,0,0,0,0,5,3,,98,98,98,,3,5,9,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,2,99,0,99,0,99,0,99,0,99,0,99,0,99,0,99,0,99,0,99,0,99,0,99,0,99,0,99,0,99,0,99,0,99,0,99,0,99,0,99,0,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,
209,紙,2,3,11,B事業所,3,2,8,7,8,15,,99,99,99,99,99,0,0,0,0,0,0,3,,98,98,98,,3,99,99,,99,99,99,,99,99,99,,2,11,15,,99,99,99,,99,99,99,,99,99,99,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99,99,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
210,紙,2,4,7,,3,3,3,2,99,99,,1,99,99,99,99,1,0,0,0,0,4,3,,98,98,98,,2,6,9,,7,9,16,,9,99,99,,11,99,99,,2,99,99,,11,99,99,,99,99,99,,2,4,2,5,3,4,3,4,2,4,3,4,3,4,4,4,3,5,3,4,0,4,0,4,0,5,3,2,0,4,3,5,0,4,0,5,0,3,0,4,0,5,4,5,0,4,0,3,0,3,3,3,1,5,4,4,0,3,0,3,0,3,0,17,99,99,12,99,99,5,3,4,3,4,0,4,0,5,0,5,4,4,3,5,4,3,0,3,0,5,3,4,3,5,3,4,3,5,1,4,3,5,3,3,3,,
211,紙,2,5,11,看護師,3,1,1,4,5,8,,5,4,99,99,99,0,0,0,1,1,3,3,,98,98,98,,2,5,99,,99,99,99,,1,3,5,,99,99,99,,99,99,99,,99,99,99,,2,9,10,,2,4,3,4,4,3,3,4,3,3,3,4,3,4,3,4,3,4,3,5,3,4,3,4,3,5,3,4,3,5,3,4,3,3,3,3,3,5,3,5,3,5,2,5,2,5,3,4,3,4,3,5,3,4,3,4,3,5,3,4,3,5,3,1,12,17,9,15,17,5,2,3,3,3,3,5,3,5,3,5,3,4,3,4,3,4,3,4,3,5,3,4,3,4,3,4,3,4,3,5,3,5,3,5,3,,
212,紙,2,5,2,,1,1,3,99,99,99,,99,99,99,99,99,0,0,0,0,0,3,3,,98,98,98,,1,2,5,,12,13,14,,14,99,99,,3,12,13,,8,9,16,,11,13,99,,9,13,16,,2,2,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,7,8,11,1,11,17,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,,
213,紙,2,6,2,,3,1,3,9,15,99,,99,99,99,99,99,0,0,0,0,0,4,3,,98,98,98,,2,5,9,,1,7,15,,1,7,15,,7,8,16,,8,10,16,,2,11,99,,7,10,16,,2,4,4,4,4,3,3,5,5,4,4,4,4,4,4,3,3,3,3,4,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,3,3,3,0,0,4,4,5,4,0,0,0,0,0,0,4,4,4,4,2,3,11,12,13,99,4,4,0,0,3,3,3,3,4,4,4,4,3,3,0,0,0,0,99,3,3,3,3,3,0,0,0,0,3,3,3,3,3,3,3,3,,
214,紙,2,6,2,,2,1,2,1,4,5,,99,99,99,99,99,0,0,0,0,0,4,3,,98,98,98,,1,2,5,,6,8,9,,2,7,14,,10,11,14,,7,10,11,,4,10,13,,3,5,8,,2,4,3,4,3,4,3,5,4,5,4,4,3,5,0,5,3,4,3,5,3,5,3,4,3,4,3,0,0,4,3,5,4,4,3,4,3,4,3,4,2,4,3,4,3,4,3,4,3,4,2,4,2,4,2,4,3,4,4,4,3,4,3,2,5,18,6,12,14,5,3,5,3,4,3,5,3,5,3,5,3,5,3,5,4,4,3,4,3,4,3,4,3,4,2,4,3,4,2,5,2,5,3,4,3,,
215,紙,2,6,7,,3,1,6,4,8,99,,99,99,99,99,99,0,0,0,0,0,3,3,,98,98,98,,2,5,99,,8,16,99,,15,16,99,,1,5,99,,1,2,3,,2,3,5,,3,6,16,,2,4,2,4,2,4,2,3,3,3,3,3,3,4,2,3,3,4,2,4,2,4,2,4,2,3,3,4,2,3,3,3,3,3,3,3,3,3,3,4,2,4,99,99,2,4,4,4,3,3,3,4,2,5,2,3,3,3,3,5,1,4,1,3,13,21,99,99,99,4,3,3,3,3,3,3,3,4,4,3,3,4,2,0,0,0,0,0,0,3,3,0,0,3,3,3,3,5,1,5,1,5,2,5,1,,
216,紙,2,6,3,,3,1,4,4,5,15,,99,99,99,99,99,0,0,0,0,0,4,3,,98,98,98,,2,5,9,,7,10,17,,7,10,14,,7,10,11,,2,7,10,,2,7,12,,3,7,10,,2,5,3,3,3,3,3,5,3,5,3,5,4,5,3,4,3,4,3,4,3,3,3,3,3,5,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,5,3,5,3,5,3,4,3,4,3,4,3,5,3,4,3,5,2,3,3,3,3,99,99,99,7,12,14,4,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,2,3,2,3,2,3,2,5,2,5,2,5,2,,
217,紙,2,7,2,,3,1,2,1,4,99,,99,99,99,99,99,0,0,0,0,0,3,3,,98,98,98,,1,2,9,,8,10,16,,6,9,14,,99,99,99,,2,3,11,,2,4,8,,6,9,14,,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,6,7,5,14,99,3,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,
218,紙,2,7,8,,1,1,7,1,7,15,,99,99,99,99,99,0,0,0,0,0,4,3,,98,98,98,,2,5,9,,3,9,99,,15,99,99,,5,9,16,,16,99,99,,9,11,99,,6,9,10,,2,5,0,5,3,5,3,5,3,3,2,3,2,5,3,5,3,5,3,5,0,5,0,5,0,5,0,5,0,5,3,4,0,5,0,5,3,5,0,5,3,5,3,5,3,5,3,4,3,4,3,5,2,5,4,5,0,4,3,5,3,5,0,3,13,21,13,18,99,5,3,5,3,4,0,5,3,5,4,5,4,3,3,3,3,5,0,5,3,5,3,3,3,3,3,4,3,5,4,5,4,5,3,5,3,,
219,紙,2,8,7,,1,1,5,1,8,99,,99,99,99,99,99,0,0,0,0,0,4,3,,98,98,98,,1,5,9,,99,99,99,,99,99,99,,99,99,99,,2,9,10,,99,99,99,,99,99,99,,2,4,0,5,0,3,3,3,99,4,3,5,0,5,0,4,0,3,0,5,0,5,0,5,0,5,0,5,0,4,99,3,3,4,3,3,0,5,0,3,0,5,0,5,0,5,0,0,0,3,0,5,3,5,3,5,3,5,1,1,1,3,0,2,18,19,12,14,18,5,0,5,0,5,0,5,0,5,0,5,3,3,0,5,0,5,0,5,3,5,3,4,0,4,3,99,99,5,3,5,3,5,0,4,3,,
220,紙,2,9,4,,3,1,3,1,4,5,,99,99,99,99,99,0,0,0,0,0,4,3,,98,98,98,,4,5,9,,2,7,11,,6,13,15,,3,5,8,,2,7,11,,9,15,16,,6,14,17,,2,4,2,3,2,4,2,3,2,3,3,2,2,3,2,2,2,4,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,
