回答番号,受付番号,回答日時,あなたの性別は？,あなたが住んでる地区は？,あなたが住んでる地区の良いところや好きなところ、自慢したいところは？,鯖江市に変わってほしいところや不便なところは？,あなたが社会人になっても鯖江市に住み続けたい？ [※１～２を選択した人の次の設問はQ７です],Q5で３～５を選択した人にお聞きします。具体的にどこに移りたいですか？ [都道府県、市町、地区名など],Ｑ５であなたが選んだ理由は？ [できるだけ具体的にお願いいたします。],あなたが欲しい情報を探したり集めたりするときに使うものは？ [（○は３つまで）],あなたが欲しい情報を探したり集めたりするときに使うものは？その他,あなたは鯖江市がどんなまちになったらいいと思いますか？ [（○は３つまで）],あなたは鯖江市がどんなまちになったらいいと思いますか？その他,鯖江市の将来像について、夢や希望、アイデアなど、想いを自由に書いてください。,その他、市に対して言いたいことを、自由に書いてください。
372,RS00037276,2023-07-06T08:19:46,女性,鯖江（惜陰・進徳小学校区）,サンドームが近くにある,友達と遊ぶ場所が限られている,２．一度、市を出て、また帰ってきたい,,他の市でも住んでみたい,スマートフォン（スマホ）;テレビ,,まちなみや景観が美しいまち;防災対策や防犯対策が十分で安全安心に暮らせるまち,,知名度を上げたい,イオンを建ててほしい
371,RS00037154,2023-07-06T08:19:44,女性,鯖江（惜陰・進徳小学校区）,近所の人がいっぱいいて楽しい,"家がいっぱいあって花火が見れない
ショッピングモールが少ない",５．県外に移りたい,大阪、京都、東京,都会に住みたい,スマートフォン（スマホ）;テレビ,,安心して結婚・出産・子育てができるまち;若者や女性に選ばれる魅力のあるまち,,建物はある方だけど自然がきれいな街,温泉、旅館を作ってほしい
370,RS00037048,2023-07-06T08:19:27,男性,鯖江（惜陰・進徳小学校区）,特にない,公園や友達と遊ぶところを増やしてほしい,２．一度、市を出て、また帰ってきたい,,自分の将来のために一度、市を出ていろんな経験を得たい,スマートフォン（スマホ）;テレビ,,防災対策や防犯対策が十分で安全安心に暮らせるまち;大型商業施設（複合型店舗）があり生活利便性や満足度が高いまち;産業が盛んで働く場所が充実したまち,,いろいろなスポーツ施設などを増やして、鯖江市民がスポーツに親しくなったほしい,発展している市とあまり発展していない市があるので発展していない市をもうちょっと盛んにしてほしい
369,RS00036948,2023-07-06T08:19:23,男性,鯖江（惜陰・進徳小学校区）,JR鯖江駅があること,"同じ場所の道路を何回も何回も工事しているところ。
公園の物（ステージなど）の修理費の補助が少ないところ。
日野川の工事を市民全員に説明すること。
道路（アスファルト）がガタガタなところ。",２．一度、市を出て、また帰ってきたい,,将来の仕事で県外に出たいがいずれは地元の鯖江に帰ってきたいから。,パソコン;スマートフォン（スマホ）;タブレット端末,,大型商業施設（複合型店舗）があり生活利便性や満足度が高いまち;防災対策や防犯対策が十分で安全安心に暮らせるまち;安心して結婚・出産・子育てができるまち,,"日本はもちろん世界に誇れる街にしたい。（メガネ以外で）
",赤字経営をやめること。
368,RS00036822,2023-07-06T08:19:16,男性,新横江（鯖江東小学校区）,,家のすぐ近くに飲食店やスーパーマーケットなどがない,２．一度、市を出て、また帰ってきたい,,一回都会に行ってみたい気持ちと今住んでる場所が気に入っている思いがあるから,スマートフォン（スマホ）;テレビ,,お店や娯楽施設が豊富で夜でもにぎやかさのあるまち;歴史・伝統・芸術・文化を大切にするまち;だれもが自由に移動できる交通利便性の高いまち,,,
367,RS00036790,2023-07-06T08:19:10,男性,鯖江（惜陰・進徳小学校区）,夏休みに夏祭りがあるところ,自転車で行ける範囲が狭すぎる,１．いま住んでる地区にずっと住み続けたい,,近所の人と仲良くなっているから,スマートフォン（スマホ）;新聞・雑誌など,,子どもから高齢者まで安心して教育を受けられるまち;防災対策や防犯対策が十分で安全安心に暮らせるまち;身近に自然を感じることのできるまち,,鯖江にデパートを作って欲しい,毎日家族や町の人達が安全に暮らせてありがとうございます
366,RS00036631,2023-07-06T08:19:05,男性,鯖江（惜陰・進徳小学校区）,"周りにいろんな建物があるところ
",得ないです,２．一度、市を出て、また帰ってきたい,,今住んでいる市が一番いいから,スマートフォン（スマホ）;携帯電話（スマートフォン以外）;テレビ,,子どもから高齢者まで安心して教育を受けられるまち;スポーツに親しむ環境が整備されたまち;安心して結婚・出産・子育てができるまち,,みんなが安心して暮らせるような市,得になし
365,RS00036595,2023-07-06T08:19:03,男性,鯖江（惜陰・進徳小学校区）,西山公園で祭りがある,ない,４．県内の他の市町に移りたい,越前,住みやすそう,パソコン;スマートフォン（スマホ）;テレビ,,子どもから高齢者まで安心して教育を受けられるまち;歴史・伝統・芸術・文化を大切にするまち;スポーツに親しむ環境が整備されたまち,,ない,ない
364,RS00036490,2023-07-06T08:18:27,女性,鯖江（惜陰・進徳小学校区）,みんなで遊べる場所がある,"もう少し店をふやしてほしい
信号も",５．県外に移りたい,東京都,"都会だから　
Ｋ－ＰＯＰのイベントとかがあるから
ライブ",パソコン;スマートフォン（スマホ）;タブレット端末,,子どもから高齢者まで安心して教育を受けられるまち;だれもが自由に移動できる交通利便性の高いまち;お店や娯楽施設が豊富で夜でもにぎやかさのあるまち,,みんなが楽しく暮らせていつでもにぎやかな街,１軒でもいいから大きい店を立ててほしい
363,RS00036347,2023-07-06T08:18:23,女性,豊,大人の人がいつも挨拶をしてくれる,遊ぶ場所がない,１．いま住んでる地区にずっと住み続けたい,,まだどこに行きたいとか分からないから,スマートフォン（スマホ）;パソコン,,大型商業施設（複合型店舗）があり生活利便性や満足度が高いまち,,中学生などが楽しく遊んだりできるところができるといいと思う,ないです
362,RS00036210,2023-07-06T08:18:15,女性,新横江（鯖江東小学校区）,イベントが多い,ない,１．いま住んでる地区にずっと住み続けたい,,鯖江が好きで都会が嫌いだから,パソコン;スマートフォン（スマホ）;テレビ,,子どもから高齢者まで安心して教育を受けられるまち;安心して結婚・出産・子育てができるまち;人々のふれあいやコミュニティ活動が盛んで温かいまち,,そのままでいい,
361,RS00036158,2023-07-06T08:18:12,男性,鯖江（惜陰・進徳小学校区）,自然が多い,公園が少ない,１．いま住んでる地区にずっと住み続けたい,,住みやすいから,スマートフォン（スマホ）;テレビ;タブレット端末,,子どもから高齢者まで安心して教育を受けられるまち;スポーツに親しむ環境が整備されたまち;だれもが自由に移動できる交通利便性の高いまち,,交通の便がいい街がいい,なし
360,RS00036047,2023-07-06T08:18:12,女性,鯖江（惜陰・進徳小学校区）,"地区のクーポンカードがあるところ
小学校は子供を守る見守り隊の人たちがいて一緒に登下校するところ
授業中にタブレットが使えるところ（皆の意見がわかる為）","町の大半が高齢者のところがあり、町の祭りがないところ（私の町）→祭りがあると町内で協力し子供もいるから友達と一緒に思い出を作ることができる
西山公園でゴミがたくさん落ちているところ
電気が少ない道があり、学校の帰り道が怖い
閉まっている商店街があり寂しい",５．県外に移りたい,東京,将来なりたい職業が東京にしかないから。,テレビ;ラジオ;スマートフォン（スマホ）,,高度な医療や福祉サービスが充実したまち;安心して結婚・出産・子育てができるまち;だれもが自由に移動できる交通利便性の高いまち,,"あまり建物を建てすぎないでほしい
高齢者だけでなく若い人もたくさん住んでほしい
",議員の方はちゃんとお仕事をされているのか心配
359,RS00035988,2023-07-06T08:18:03,男性,豊,植物を育てているボランティアの人がたくさんいる,バスケットゴールをもっと増やしてほしい,５．県外に移りたい,,県外のことをもっと知りたいから,パソコン;スマートフォン（スマホ）;タブレット端末,,子どもから高齢者まで安心して教育を受けられるまち;スポーツに親しむ環境が整備されたまち;身近に自然を感じることのできるまち,,鯖高を卒業する,電気代が高いからもっと安くしてほしい
